Store,DayOfWeek,Date,Sales,Customers,Open,Promo,SchoolHoliday,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,comp_bin,Year,Month,WeekOfYear,Day,Sales_lag1,Sales_lag7,Sales_roll7,CompSince,CompMonthsOpen,StoreType_b,StoreType_c,StoreType_d,Assortment_b,Assortment_c,StateHoliday_a,StateHoliday_b,StateHoliday_c
596,5,2013-08-23,3522,603,1,0,0,290.0,9.0,2006.0,0,0.0,0.0,0,<500,2013,8,34,23,3667.0,4447.0,4130.428571428572,2006-09-01,83.0,0,1,0,0,0,0,0,0
1060,2,2014-10-07,7135,818,1,1,1,3430.0,,,1,31.0,2013.0,"Feb,May,Aug,Nov",2000-5000,2014,10,41,7,10724.0,5119.0,9034.0,,0.0,0,0,0,0,1,0,0,0
827,5,2013-11-22,13637,1547,1,1,0,250.0,1.0,2005.0,0,0.0,0.0,0,<500,2013,11,47,22,13212.0,8829.0,11927.42857142857,2005-01-01,106.0,0,0,0,0,1,0,0,0
183,5,2013-04-05,3942,528,1,0,1,9670.0,,,0,0.0,0.0,0,>5000,2013,4,14,5,3976.0,5437.0,4893.857142857143,,0.0,0,0,0,0,0,0,0,0
586,6,2014-12-20,27173,4389,1,0,0,250.0,10.0,2008.0,0,0.0,0.0,0,<500,2014,12,51,20,23331.0,16276.0,24511.714285714286,2008-10-01,74.0,0,0,0,0,1,0,0,0
1110,6,2014-03-22,3421,408,1,0,0,900.0,9.0,2010.0,0,0.0,0.0,0,500-2000,2014,3,12,22,4499.0,3300.0,4685.857142857143,2010-09-01,42.0,0,1,0,0,1,0,0,0
310,2,2013-11-19,10303,838,1,1,0,2290.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2000-5000,2013,11,47,19,12785.0,7848.0,8337.714285714286,,0.0,0,0,0,0,1,0,0,0
1078,2,2014-01-21,9615,610,1,1,0,670.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",500-2000,2014,1,4,21,12253.0,4718.0,5798.428571428572,,0.0,0,0,1,0,1,0,0,0
445,5,2013-02-22,8001,1130,1,1,0,240.0,,,0,0.0,0.0,0,<500,2013,2,8,22,6657.0,5719.0,7636.428571428572,,0.0,0,0,0,0,0,0,0,0
550,1,2013-12-09,5796,468,1,0,0,50.0,6.0,2015.0,0,0.0,0.0,0,<500,2013,12,50,9,6431.0,8019.0,7305.0,2015-06-01,0.0,0,0,1,0,1,0,0,0
171,1,2014-02-10,7128,858,1,0,0,2640.0,,,0,0.0,0.0,0,2000-5000,2014,2,7,10,5423.0,5875.0,9415.42857142857,,0.0,0,0,0,0,0,0,0,0
628,3,2014-01-08,7758,898,1,1,0,2180.0,,,0,0.0,0.0,0,2000-5000,2014,1,2,8,8242.0,10603.0,7086.857142857143,,0.0,0,0,0,0,1,0,0,0
815,1,2013-07-01,13478,1229,1,1,0,590.0,1.0,1900.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct",500-2000,2013,7,27,1,9394.0,8895.0,8333.714285714286,1900-01-01,1362.0,0,0,0,0,0,0,0,0
844,5,2013-07-12,3603,448,1,0,0,2030.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov",2000-5000,2013,7,28,12,3350.0,5093.0,3672.1428571428573,2012-09-01,10.0,0,0,0,0,0,0,0,0
998,3,2013-11-20,4559,538,1,1,0,780.0,9.0,2005.0,1,5.0,2013.0,"Feb,May,Aug,Nov",500-2000,2013,11,47,20,4666.0,3855.0,4127.857142857143,2005-09-01,98.0,0,0,0,0,0,0,0,0
38,5,2014-10-24,6222,552,1,1,0,1090.0,4.0,2007.0,0,0.0,0.0,0,500-2000,2014,10,43,24,4991.0,3801.0,5515.285714285715,2007-04-01,90.0,0,0,1,0,0,0,0,0
144,3,2015-07-22,5948,616,1,0,0,16570.0,,,0,0.0,0.0,0,>5000,2015,7,30,22,6449.0,8316.0,7547.428571428572,,0.0,0,0,0,0,1,0,0,0
742,4,2014-04-10,6967,809,1,0,0,4380.0,,,0,0.0,0.0,0,2000-5000,2014,4,15,10,6218.0,9474.0,7815.428571428572,,0.0,0,0,1,0,1,0,0,0
769,6,2013-07-13,8395,2710,1,0,0,840.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct",500-2000,2013,7,28,13,9395.0,11197.0,9184.714285714286,,0.0,1,0,0,1,0,0,0,0
430,1,2013-09-23,10537,825,1,1,0,12870.0,10.0,2008.0,0,0.0,0.0,0,>5000,2013,9,39,23,8794.0,8366.0,7305.571428571428,2008-10-01,59.0,0,0,1,0,1,0,0,0
993,3,2015-07-08,6396,663,1,0,0,3460.0,10.0,2013.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct",2000-5000,2015,7,28,8,6483.0,12377.0,7717.285714285715,2013-10-01,21.0,0,0,1,0,1,0,0,0
643,1,2015-01-26,8463,961,1,1,0,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov",<500,2015,1,5,26,5394.0,7237.0,6255.0,2010-06-01,55.0,0,0,0,0,0,0,0,0
134,4,2013-12-05,5968,572,1,1,0,1200.0,9.0,2008.0,0,0.0,0.0,0,500-2000,2013,12,49,5,5163.0,4636.0,5354.142857142857,2008-09-01,63.0,0,0,0,0,0,0,0,0
926,1,2014-08-04,10906,718,1,1,1,5150.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",>5000,2014,8,32,4,6495.0,6160.0,7897.0,2011-03-01,41.0,0,0,1,0,1,0,0,0
788,5,2014-11-07,20212,1915,1,1,0,1530.0,3.0,2013.0,0,0.0,0.0,0,500-2000,2014,11,45,7,19326.0,15537.0,18945.428571428572,2013-03-01,20.0,0,0,0,0,1,0,0,0
130,6,2014-12-06,4551,517,1,0,0,900.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",500-2000,2014,12,49,6,6272.0,6551.0,6168.714285714285,,0.0,0,1,0,0,0,0,0,0
274,2,2015-04-07,3467,937,1,0,1,3640.0,,,1,10.0,2013.0,"Jan,Apr,Jul,Oct",2000-5000,2015,4,15,7,8820.0,4644.0,6307.142857142857,,0.0,1,0,0,1,0,0,0,0
130,4,2014-02-20,4884,627,1,1,0,900.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct",500-2000,2014,2,8,20,5638.0,4656.0,4909.571428571428,,0.0,0,1,0,0,0,0,0,0
110,1,2015-07-13,6903,796,1,1,0,46590.0,4.0,2013.0,0,0.0,0.0,0,>5000,2015,7,29,13,2552.0,3312.0,4237.714285714285,2013-04-01,27.0,0,0,0,0,1,0,0,0
244,1,2013-08-05,3933,448,1,0,1,710.0,3.0,2012.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct",500-2000,2013,8,32,5,4908.0,4070.0,6322.714285714285,2012-03-01,17.0,0,0,1,0,0,0,0,0
80,6,2015-06-06,9652,721,1,0,0,7910.0,,,0,0.0,0.0,0,>5000,2015,6,23,6,12655.0,6581.0,9941.57142857143,,0.0,0,0,1,0,0,0,0,0
918,6,2014-08-23,2346,265,1,0,0,18710.0,4.0,2015.0,0,0.0,0.0,0,>5000,2014,8,34,23,5395.0,5768.0,5381.857142857143,2015-04-01,0.0,0,0,0,0,1,0,0,0
55,4,2013-06-20,3516,417,1,1,0,720.0,11.0,2004.0,0,0.0,0.0,0,500-2000,2013,6,25,20,3586.0,2775.0,3395.1428571428573,2004-11-01,103.0,0,0,0,0,0,0,0,0
933,1,2014-12-08,8977,1098,1,0,0,6270.0,2.0,2005.0,0,0.0,0.0,0,>5000,2014,12,50,8,6943.0,5757.0,10432.714285714286,2005-02-01,118.0,0,0,0,0,1,0,0,0
489,2,2014-08-26,5378,582,1,0,1,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2014,8,35,26,5889.0,12791.0,7844.857142857143,2013-11-01,9.0,0,0,0,0,0,0,0,0
727,3,2015-01-14,4071,425,1,1,0,2050.0,3.0,2007.0,0,0.0,0.0,0,2000-5000,2015,1,3,14,5696.0,5683.0,4789.857142857143,2007-03-01,94.0,0,0,0,0,0,0,0,0
765,4,2014-11-27,10846,821,1,1,0,25430.0,5.0,1999.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2014,11,48,27,9652.0,7497.0,8462.57142857143,1999-05-01,186.0,0,0,0,0,1,0,0,0
296,3,2014-07-23,6016,736,1,0,0,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov",>5000,2014,7,30,23,6763.0,9445.0,7267.714285714285,2007-05-01,86.0,0,0,0,0,0,0,0,0
970,2,2015-06-23,2900,387,1,0,0,910.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",500-2000,2015,6,26,23,3091.0,4600.0,3352.4285714285716,2014-12-01,6.0,0,0,0,0,0,0,0,0
673,5,2015-07-03,9432,643,1,1,0,15170.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",>5000,2015,7,27,3,8712.0,5377.0,8283.57142857143,,0.0,0,0,1,0,1,0,0,0
829,6,2014-03-29,5033,795,1,0,0,110.0,,,0,0.0,0.0,0,<500,2014,3,13,29,4380.0,4696.0,4722.857142857143,,0.0,0,1,0,0,0,0,0,0
25,1,2015-02-23,9692,1529,1,0,0,430.0,4.0,2003.0,0,0.0,0.0,0,<500,2015,2,9,23,8640.0,10971.0,10811.42857142857,2003-04-01,142.0,0,1,0,0,0,0,0,0
220,2,2015-07-21,3745,538,1,0,1,1000.0,9.0,2008.0,0,0.0,0.0,0,500-2000,2015,7,30,21,3912.0,6811.0,5351.714285714285,2008-09-01,82.0,0,0,0,0,0,0,0,0
919,1,2013-10-21,7480,882,1,1,0,2620.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",2000-5000,2013,10,43,21,2872.0,3410.0,4187.285714285715,,0.0,0,0,0,0,0,0,0,0
29,3,2014-10-22,7832,687,1,1,0,2170.0,,,0,0.0,0.0,0,2000-5000,2014,10,43,22,8232.0,5099.0,6616.285714285715,,0.0,0,0,1,0,1,0,0,0
310,1,2013-05-13,12064,979,1,1,0,2290.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",2000-5000,2013,5,20,13,2312.0,7139.0,6157.142857142857,,0.0,0,0,0,0,1,0,0,0
136,2,2014-01-28,4915,410,1,0,0,2200.0,12.0,2010.0,1,22.0,2012.0,"Feb,May,Aug,Nov",2000-5000,2014,1,5,28,4264.0,11477.0,7411.857142857143,2010-12-01,37.0,0,0,0,0,1,0,0,0
912,1,2015-03-30,8243,885,1,1,0,3100.0,5.0,2010.0,0,0.0,0.0,0,2000-5000,2015,3,14,30,6467.0,6402.0,5274.285714285715,2010-05-01,58.0,0,1,0,0,1,0,0,0
513,5,2015-05-08,19039,2060,1,1,0,400.0,8.0,2013.0,0,0.0,0.0,0,<500,2015,5,19,8,17994.0,20447.0,20837.714285714286,2013-08-01,21.0,0,0,0,0,0,0,0,0
475,3,2013-11-27,5933,934,1,0,0,140.0,9.0,2005.0,0,0.0,0.0,0,<500,2013,11,48,27,5803.0,8304.0,7004.142857142857,2005-09-01,98.0,0,0,0,0,0,0,0,0
1057,1,2013-10-14,4908,549,1,0,1,3230.0,11.0,2011.0,0,0.0,0.0,0,2000-5000,2013,10,42,14,6041.0,6282.0,6636.0,2011-11-01,23.0,0,0,1,0,1,0,0,0
261,1,2015-06-29,21048,1295,1,1,0,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2015,6,27,29,8296.0,7635.0,8651.857142857143,2015-04-01,2.0,0,0,1,0,1,0,0,0
872,4,2015-04-23,6395,735,1,0,0,3860.0,9.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec",2000-5000,2015,4,17,23,6352.0,7321.0,7120.714285714285,2014-09-01,7.0,0,0,0,0,1,0,0,0
264,1,2013-03-18,12126,1412,1,1,0,180.0,3.0,2014.0,0,0.0,0.0,0,<500,2013,3,12,18,7294.0,6662.0,6496.857142857143,2014-03-01,0.0,0,0,0,0,0,0,0,0
963,6,2014-03-08,3479,356,1,0,0,23620.0,11.0,2013.0,0,0.0,0.0,0,>5000,2014,3,10,8,10018.0,9169.0,11531.142857142857,2013-11-01,4.0,0,0,0,0,1,0,0,0
140,6,2015-01-17,7137,920,1,0,0,1090.0,7.0,2010.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct",500-2000,2015,1,3,17,7147.0,6970.0,7624.428571428572,2010-07-01,54.0,0,0,0,0,1,0,0,0
901,5,2014-05-09,7476,668,1,1,0,3170.0,4.0,2014.0,0,0.0,0.0,0,2000-5000,2014,5,19,9,7644.0,9532.0,8293.857142857143,2014-04-01,1.0,0,0,0,0,1,0,0,0
887,3,2014-08-13,4918,483,1,0,1,19700.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2014,8,33,13,5521.0,9159.0,7061.714285714285,,0.0,0,0,1,0,0,0,0,0
64,3,2014-06-11,8695,698,1,0,0,22560.0,,,1,14.0,2013.0,"Jan,Apr,Jul,Oct",>5000,2014,6,24,11,9454.0,13497.0,11957.0,,0.0,0,0,1,0,1,0,0,0
562,6,2013-01-19,13219,2636,1,0,0,1210.0,,,0,0.0,0.0,0,500-2000,2013,1,3,19,17631.0,14124.0,16210.714285714286,,0.0,1,0,0,0,1,0,0,0
424,4,2014-08-21,6921,817,1,1,0,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",500-2000,2014,8,34,21,7758.0,6041.0,7251.428571428572,,0.0,0,0,1,0,1,0,0,0
453,3,2013-07-03,13149,1618,1,1,1,75860.0,,,0,0.0,0.0,0,>5000,2013,7,27,3,11815.0,8857.0,9372.857142857143,,0.0,0,0,0,0,1,0,0,0
948,5,2014-01-24,6624,1802,1,1,0,1430.0,,,0,0.0,0.0,0,500-2000,2014,1,4,24,6096.0,6255.0,6420.428571428572,,0.0,1,0,0,1,0,0,0,0
612,1,2013-01-28,4342,330,1,0,0,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct",2000-5000,2013,1,5,28,6332.0,6462.0,7299.142857142857,2012-11-01,2.0,0,0,1,0,1,0,0,0
621,2,2013-06-25,4465,719,1,0,0,30.0,7.0,2002.0,0,0.0,0.0,0,<500,2013,6,26,25,4657.0,6939.0,5948.142857142857,2002-07-01,131.0,0,0,0,0,0,0,0,0
538,2,2014-12-09,4323,637,1,0,0,990.0,2.0,2010.0,0,0.0,0.0,0,500-2000,2014,12,50,9,4288.0,5853.0,4852.0,2010-02-01,58.0,0,0,0,0,0,0,0,0
261,2,2014-11-18,9853,776,1,0,0,15340.0,4.0,2015.0,1,39.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2014,11,47,18,10153.0,15880.0,12703.714285714286,2015-04-01,0.0,0,0,1,0,1,0,0,0
1022,2,2014-09-23,5691,741,1,0,0,1520.0,,,0,0.0,0.0,0,500-2000,2014,9,39,23,5752.0,11047.0,7439.142857142857,,0.0,0,0,0,0,1,0,0,0
746,1,2014-12-15,13950,863,1,1,0,4330.0,2.0,2011.0,1,35.0,2011.0,"Mar,Jun,Sept,Dec",2000-5000,2014,12,51,15,7017.0,7857.0,6213.285714285715,2011-02-01,46.0,0,0,1,0,1,0,0,0
755,3,2014-06-18,10818,893,1,1,0,13130.0,12.0,2003.0,0,0.0,0.0,0,>5000,2014,6,25,18,12947.0,11241.0,11173.714285714286,2003-12-01,126.0,0,0,1,0,1,0,0,0
1026,1,2014-05-12,6783,996,1,0,0,450.0,6.0,2011.0,1,48.0,2012.0,"Mar,Jun,Sept,Dec",<500,2014,5,20,12,8871.0,9166.0,10776.57142857143,2011-06-01,35.0,0,1,0,0,0,0,0,0
914,2,2015-04-21,8272,1104,1,0,0,2640.0,4.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2000-5000,2015,4,17,21,8500.0,12072.0,9757.42857142857,2011-04-01,48.0,0,1,0,0,1,0,0,0
463,2,2014-01-14,6042,1113,1,0,0,4160.0,,,0,0.0,0.0,0,2000-5000,2014,1,3,14,6001.0,9557.0,6919.571428571428,,0.0,0,0,0,0,0,0,0,0
648,6,2014-05-31,6503,625,1,0,0,2130.0,12.0,2008.0,0,0.0,0.0,0,2000-5000,2014,5,22,31,8590.0,6893.0,6671.285714285715,2008-12-01,65.0,0,0,1,0,0,0,0,0
1017,4,2013-07-18,8019,1104,1,1,1,110.0,11.0,2008.0,0,0.0,0.0,0,<500,2013,7,29,18,8439.0,6890.0,7813.142857142857,2008-11-01,56.0,0,1,0,0,0,0,0,0
281,2,2014-04-22,5033,518,1,0,1,6970.0,9.0,2011.0,0,0.0,0.0,0,>5000,2014,4,17,22,7872.0,5815.0,7539.142857142857,2011-09-01,31.0,0,0,1,0,1,0,0,0
276,2,2015-06-23,2849,459,1,0,0,2960.0,10.0,2014.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec",2000-5000,2015,6,26,23,3208.0,5485.0,3781.4285714285716,2014-10-01,8.0,0,0,0,0,0,0,0,0
42,5,2014-06-20,12999,1315,1,1,0,290.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct",<500,2014,6,25,20,12508.0,8776.0,10593.42857142857,,0.0,0,0,0,0,1,0,0,0
577,4,2014-09-25,4030,507,1,0,0,2270.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2000-5000,2014,9,39,25,3355.0,4851.0,4005.0,,0.0,0,0,0,0,1,0,0,0
589,6,2014-07-19,3006,324,1,0,0,360.0,,,1,18.0,2013.0,"Feb,May,Aug,Nov",<500,2014,7,29,19,5513.0,4030.0,5718.428571428572,,0.0,0,0,0,0,1,0,0,0
524,6,2014-11-08,7560,789,1,0,0,40860.0,9.0,2013.0,0,0.0,0.0,0,>5000,2014,11,45,8,9520.0,9097.0,9666.714285714286,2013-09-01,14.0,0,0,0,0,1,0,0,0
615,2,2014-04-01,10526,1282,1,1,0,730.0,8.0,2007.0,0,0.0,0.0,0,500-2000,2014,4,14,1,13942.0,8026.0,8414.285714285714,2007-08-01,80.0,0,0,1,0,0,0,0,0
775,4,2014-01-30,7286,551,1,0,0,6970.0,12.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct",>5000,2014,1,5,30,6722.0,8562.0,7678.142857142857,2005-12-01,97.0,0,0,1,0,1,0,0,0
483,1,2015-04-20,4775,668,1,0,0,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2000-5000,2015,4,17,20,1772.0,1500.0,5110.857142857143,2011-09-01,43.0,0,0,0,0,1,0,0,0
92,2,2013-10-08,6901,542,1,1,0,240.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov",<500,2013,10,41,8,9368.0,4591.0,5397.714285714285,,0.0,0,1,0,0,0,0,0,0
97,2,2014-03-18,7608,764,1,1,0,8980.0,,,0,0.0,0.0,0,>5000,2014,3,12,18,10029.0,5159.0,5894.285714285715,,0.0,0,0,1,0,1,0,0,0
450,4,2013-04-11,10328,1277,1,1,0,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",>5000,2013,4,15,11,8110.0,7971.0,8827.0,1994-11-01,221.0,0,1,0,0,0,0,0,0
725,6,2014-06-21,4285,492,1,0,0,17540.0,6.0,2012.0,0,0.0,0.0,0,>5000,2014,6,25,21,6600.0,6035.0,5904.571428571428,2012-06-01,24.0,0,0,1,0,1,0,0,0
495,1,2013-12-02,8559,561,1,1,0,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2013,12,49,2,5262.0,5000.0,4556.142857142857,,0.0,0,0,1,0,0,0,0,0
133,4,2014-05-22,6541,750,1,1,0,270.0,8.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec",<500,2014,5,21,22,6922.0,5011.0,5930.714285714285,2013-08-01,9.0,0,0,0,0,0,0,0,0
572,1,2013-11-11,4958,495,1,0,0,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2013,11,46,11,6759.0,8839.0,7923.285714285715,2004-04-01,115.0,0,0,1,0,1,0,0,0
407,1,2013-11-18,4833,383,1,1,0,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov",>5000,2013,11,47,18,3684.0,3865.0,3263.8571428571427,2003-10-01,121.0,0,0,0,0,0,0,0,0
1022,4,2014-08-28,5306,695,1,0,0,1520.0,,,0,0.0,0.0,0,500-2000,2014,8,35,28,5170.0,8899.0,6655.142857142857,,0.0,0,0,0,0,1,0,0,0
1,2,2014-12-16,7739,823,1,1,0,1270.0,9.0,2008.0,0,0.0,0.0,0,500-2000,2014,12,51,16,8069.0,4884.0,5686.428571428572,2008-09-01,75.0,0,1,0,0,0,0,0,0
148,2,2013-05-21,9673,959,1,0,1,2090.0,12.0,2008.0,0,0.0,0.0,0,2000-5000,2013,5,21,21,7150.0,6814.0,8792.714285714286,2008-12-01,53.0,0,0,0,0,0,0,0,0
675,2,2014-02-04,6342,577,1,1,0,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2000-5000,2014,2,6,4,7451.0,2820.0,3875.1428571428573,2013-08-01,6.0,0,0,0,0,0,0,0,0
302,1,2013-02-11,2565,270,1,0,0,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",2000-5000,2013,2,7,11,3885.0,3804.0,3816.714285714286,2007-12-01,62.0,0,0,1,0,1,0,0,0
364,6,2015-06-13,3438,461,1,0,0,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec",>5000,2015,6,24,13,4672.0,7076.0,4942.714285714285,,0.0,0,0,0,0,1,0,0,0
392,1,2014-12-15,15582,1163,1,1,0,2120.0,,,0,0.0,0.0,0,2000-5000,2014,12,51,15,6286.0,5922.0,7076.285714285715,,0.0,0,0,0,0,0,0,0,0
1097,5,2014-04-11,9131,2555,1,0,0,720.0,3.0,2002.0,0,0.0,0.0,0,500-2000,2014,4,15,11,9506.0,10457.0,9667.142857142857,2002-03-01,145.0,1,0,0,1,0,0,0,0
359,1,2013-10-28,6209,590,1,0,0,4370.0,,,0,0.0,0.0,0,2000-5000,2013,10,44,28,6397.0,6132.0,6533.142857142857,,0.0,0,0,1,0,1,0,0,0
933,6,2015-05-30,4833,577,1,0,0,6270.0,2.0,2005.0,0,0.0,0.0,0,>5000,2015,5,22,30,8981.0,7743.0,7255.857142857143,2005-02-01,123.0,0,0,0,0,1,0,0,0
383,1,2014-03-31,23313,2651,1,1,0,350.0,,,0,0.0,0.0,0,<500,2014,3,14,31,16910.0,16027.0,14633.857142857143,,0.0,0,0,0,0,1,0,0,0
795,2,2014-12-02,5651,524,1,1,0,510.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec",500-2000,2014,12,49,2,6274.0,6477.0,6091.571428571428,,0.0,0,0,1,0,0,0,0,0
910,3,2014-12-17,9090,720,1,1,0,12480.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct",>5000,2014,12,51,17,10185.0,5391.0,7169.142857142857,,0.0,0,0,1,0,1,0,0,0
25,6,2014-04-05,8531,1232,1,0,0,430.0,4.0,2003.0,0,0.0,0.0,0,<500,2014,4,14,5,11330.0,10065.0,12269.285714285714,2003-04-01,132.0,0,1,0,0,0,0,0,0
866,1,2014-03-03,10083,678,1,1,0,9680.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov",>5000,2014,3,10,3,7103.0,6925.0,5829.285714285715,,0.0,0,0,1,0,0,0,0,0
266,4,2013-02-14,4359,570,1,0,1,360.0,3.0,2014.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec",<500,2013,2,7,14,3354.0,6103.0,4350.714285714285,2014-03-01,0.0,0,0,0,0,1,0,0,0
738,5,2013-01-25,8777,699,1,1,0,5980.0,10.0,2005.0,0,0.0,0.0,0,>5000,2013,1,4,25,8094.0,6292.0,7287.0,2005-10-01,87.0,0,0,1,0,1,0,0,0
1080,2,2015-07-28,12842,946,1,1,0,2410.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct",2000-5000,2015,7,31,28,13146.0,10276.0,10204.714285714286,,0.0,0,0,0,0,0,0,0,0
458,2,2015-04-07,7566,758,1,0,1,3390.0,,,0,0.0,0.0,0,2000-5000,2015,4,15,7,12088.0,7813.0,10589.857142857143,,0.0,0,1,0,0,0,0,0,0
631,6,2014-04-26,3905,516,1,0,0,2870.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2000-5000,2014,4,17,26,4095.0,6721.0,5280.428571428572,,0.0,0,0,1,0,1,0,0,0
1045,4,2014-07-24,9008,1215,1,0,1,26990.0,12.0,2013.0,0,0.0,0.0,0,>5000,2014,7,30,24,8769.0,10423.0,8911.42857142857,2013-12-01,7.0,0,0,0,0,1,0,0,0
331,4,2014-03-06,8376,1030,1,1,0,670.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct",500-2000,2014,3,10,6,8800.0,5277.0,6660.428571428572,,0.0,0,0,0,0,1,0,0,0
165,5,2013-05-31,5028,464,1,1,1,3720.0,4.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2000-5000,2013,5,22,31,4972.0,3422.0,3805.1428571428573,2005-04-01,97.0,0,0,0,0,0,0,0,0
34,5,2015-03-13,6370,871,1,0,0,2240.0,9.0,2009.0,0,0.0,0.0,0,2000-5000,2015,3,11,13,6675.0,7909.0,7149.285714285715,2009-09-01,66.0,0,1,0,0,0,0,0,0
178,2,2014-02-11,8402,791,1,0,0,1710.0,,,0,0.0,0.0,0,500-2000,2014,2,7,11,7783.0,17979.0,11554.857142857143,,0.0,0,0,1,0,0,0,0,0
791,3,2014-08-27,5856,733,1,0,0,5950.0,4.0,2007.0,0,0.0,0.0,0,>5000,2014,8,35,27,5193.0,9354.0,7154.0,2007-04-01,88.0,0,0,0,0,0,0,0,0
403,2,2013-06-25,6221,683,1,0,0,4970.0,7.0,2015.0,0,0.0,0.0,0,2000-5000,2013,6,26,25,7151.0,9836.0,7587.857142857143,2015-07-01,0.0,0,0,0,0,0,0,0,0
631,2,2014-12-23,9148,1032,1,0,1,2870.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec",2000-5000,2014,12,52,23,9178.0,9377.0,8197.285714285714,,0.0,0,0,1,0,1,0,0,0
479,3,2014-04-02,11644,1310,1,1,0,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov",<500,2014,4,14,2,13510.0,9293.0,10319.57142857143,2005-12-01,100.0,0,0,0,0,0,0,0,0
489,3,2013-09-18,4959,517,1,0,0,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct",>5000,2013,9,38,18,6155.0,10828.0,7214.714285714285,2013-11-01,0.0,0,0,0,0,0,0,0,0
127,1,2014-02-03,8156,868,1,1,0,1350.0,12.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",500-2000,2014,2,6,3,5578.0,4569.0,4168.142857142857,2005-12-01,98.0,0,0,1,0,0,0,0,0
736,4,2013-09-19,3933,464,1,0,0,1650.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct",500-2000,2013,9,38,19,3091.0,6862.0,4816.428571428572,,0.0,0,1,0,0,1,0,0,0
178,3,2015-04-15,10584,859,1,1,0,1710.0,,,0,0.0,0.0,0,500-2000,2015,4,16,15,13035.0,9167.0,9813.0,,0.0,0,0,1,0,0,0,0,0
524,2,2013-04-02,8099,937,1,0,1,40860.0,9.0,2013.0,0,0.0,0.0,0,>5000,2013,4,14,2,1519.0,11774.0,8252.42857142857,2013-09-01,0.0,0,0,0,0,1,0,0,0
